year,month,day,hour,member,weekend,season,temperature,dewpoint,humidity,windspeed,windgust,pressure,precip,precipaccum,weather,rental
2017,4,14,13,503,0,spring,20,39,35,0,0,30.3,0,0,1,1054
2017,4,14,14,553,0,spring,20.56,38,32,0,0,30.3,0,0,1,1240
2017,4,14,15,614,0,spring,22.22,40,31,6,0,30.3,0,0,1,1256
2017,4,14,16,835,0,spring,22.22,40,31,5,0,30.3,0,0,1,1442
2017,4,14,17,1054,0,spring,21.67,45,39,8,0,30.3,0,0,1,1655
2017,4,14,18,771,0,spring,20.56,44,40,8,0,30.3,0,0,1,1206
2017,4,14,19,563,0,spring,19.44,46,47,12,0,30.3,0,0,1,1002
2017,4,14,20,325,0,spring,17.78,46,52,6,0,30.3,0,0,1,600
2017,4,14,21,213,0,spring,16.67,43,50,5,0,30.3,0,0,1,391
2017,4,14,22,203,0,spring,16.67,43,50,7,0,30.3,0,0,1,337
2017,4,14,23,109,0,spring,15.56,41,49,8,0,30.3,0,0,1,212
2017,4,15,0,95,1,spring,20,62,81,7,0,30.1,0,0,2,175
2017,4,15,1,61,1,spring,13.33,45,67,7,0,30.4,0,0,1,107
2017,4,15,2,37,1,spring,12.78,46,72,6,0,30.4,0,0,2,48
2017,4,15,3,20,1,spring,13.33,47,72,3,0,30.4,0,0,2,33
2017,4,15,4,9,1,spring,13.33,47,72,6,0,30.3,0,0,2,17
2017,4,15,5,22,1,spring,13.33,47,72,8,0,30.3,0,0,2,25
2017,4,15,6,48,1,spring,13.33,48,75,3,0,30.3,0,0,2,60
2017,4,15,7,94,1,spring,13.61,47,70.5,6,0,30.3,0,0,2,141
2017,4,15,8,192,1,spring,13.89,47,69,3,0,30.3,0,0,2,346
2017,4,15,9,329,1,spring,14.44,46,65,5,0,30.3,0,0,2,595
2017,4,15,10,398,1,spring,15,47,64,6,0,30.3,0,0,2,951
2017,4,15,11,513,1,spring,16.11,48,62,5,0,30.3,0,0,2,1215
2017,4,15,12,598,1,spring,17.22,50,63,7,0,30.3,0,0,2,1482
2017,4,15,13,530,1,spring,19.44,54,63,7,0,30.3,0,0,2,1486
2017,4,15,14,471,1,spring,21.11,57,63,9,0,30.2,0,0,2,1463
2017,4,15,15,558,1,spring,22.78,57,57,8,0,30.2,0,0,2,1595
2017,4,15,16,553,1,spring,23.33,57,55,8,0,30.1,0,0,2,1537
2017,4,15,17,511,1,spring,23.33,57.5,56,8.5,0,30.1,0,0,2,1431
2017,4,15,18,453,1,spring,24.44,58,54,8,0,30.1,0,0,2,1219
2017,4,15,19,399,1,spring,23.89,59,57,6,0,30.1,0,0,2,1012
2017,4,15,20,275,1,spring,23.33,57,55,3,0,30.1,0,0,2,733
2017,4,15,21,244,1,spring,22.22,59,63.5,2.5,0,30.1,0,0,2,593
2017,4,15,22,143,1,spring,21.39,60.5,70.5,6.5,0,30.1,0,0,2,342
2017,4,15,23,170,1,spring,21.67,61,70,3,0,30.1,0,0,2,290
2017,4,16,0,116,1,spring,23.33,54,50,9,0,30,0,0,2,223
2017,4,16,1,55,1,spring,20.56,61,75,3,0,30.1,0,0,2,124
2017,4,16,2,62,1,spring,20,61,78,9,0,30.1,0,0,2,96
2017,4,16,3,18,1,spring,18.89,60,81,8,0,30.1,0,0,1,42
2017,4,16,4,11,1,spring,18.89,60,81,8,0,30.1,0,0,1,18
2017,4,16,5,16,1,spring,18.89,60,81,8,0,30.1,0,0,2,36
2017,4,16,6,33,1,spring,19.44,60,79,8,0,30.1,0,0,2,82
2017,4,16,7,69,1,spring,18.89,59,78,8,0,30.1,0,0,2,123
2017,4,16,8,169,1,spring,20,60,76,7,0,30.1,0,0,2,310
2017,4,16,9,254,1,spring,21.67,60,68,9,0,30.1,0,0,1,599
2017,4,16,10,408,1,spring,23.33,60,62,12,0,30.1,0,0,1,894
2017,4,16,11,457,1,spring,24.44,60,58,15,0,30,0,0,2,1100
2017,4,16,12,514,1,spring,29.44,54,34,14,24,30,0,0,2,1305
2017,4,16,13,475,1,spring,30,53,32,15,25,30,0,0,2,1134
2017,4,16,14,411,1,spring,30.56,52,30,22,26,29.9,0,0,2,1049
2017,4,16,15,391,1,spring,31.11,50,27,18,0,29.9,0,0,2,1078
2017,4,16,16,485,1,spring,30.56,50,28,16,0,29.9,0,0,2,1086
2017,4,16,17,450,1,spring,30.56,50,28,18,25,29.9,0,0,2,1028
2017,4,16,18,355,1,spring,27.78,55,39,12,0,29.9,0,0,2,809
2017,4,16,19,313,1,spring,27.78,53,37,15,25,29.9,0,0,2,741
2017,4,16,20,236,1,spring,27.22,54,39,14,0,29.9,0,0,2,493
2017,4,16,21,190,1,spring,26.11,54,42,12,0,29.9,0,0,2,394
2017,4,16,22,111,1,spring,25,53,43,9,0,29.9,0,0,2,239
2017,4,16,23,56,1,spring,24.44,54,46,8,0,30,0,0,2,126
2017,4,17,0,24,0,spring,17.22,55,75,0,0,30.1,0,0,2,73
2017,4,17,1,11,0,spring,23.33,55,52,12,0,29.9,0,0,2,26
2017,4,17,2,7,0,spring,21.67,55,57,6,0,29.9,0,0,1,16
2017,4,17,3,7,0,spring,21.11,57,63,3,0,29.9,0,0,1,12
2017,4,17,4,11,0,spring,20,57,68,6,0,29.9,0,0,1,14
2017,4,17,5,72,0,spring,20.56,56,63,7,0,29.9,0,0,2,77
2017,4,17,6,241,0,spring,20,56,65,7,0,29.9,0,0,2,257
2017,4,17,7,585,0,spring,20,58,70,7,0,30,0,0,2,620
2017,4,17,8,755,0,spring,20.56,59,70,9,0,30,0,0,3,822
2017,4,17,9,385,0,spring,21.11,59,68,7,0,30,0,0,2,528
2017,4,17,10,185,0,spring,22.78,59,61,13,18,30,0,0,2,364
2017,4,17,11,89,0,spring,21.67,57,61,14,0,30,0,0,3,183
2017,4,17,12,77,0,spring,17.5,60.5,90,11,0,30.1,0,0,3,107
2017,4,17,13,188,0,spring,17.78,56.5,76.5,9.5,0,30.1,0.1,0,3,301
2017,4,17,14,246,0,spring,18.33,55,70,6,0,30.1,0,0,2,460
2017,4,17,15,351,0,spring,19.44,56,68,7,0,30,0,0,2,608
2017,4,17,16,589,0,spring,19.44,55,66,9,0,30,0,0,2,852
2017,4,17,17,1281,0,spring,20,57,68,8,0,30,0,0,2,1552
2017,4,17,18,988,0,spring,21.11,56,61,9,0,30,0,0,2,1255
2017,4,17,19,661,0,spring,21.67,49,45,8,0,30,0,0,2,880
2017,4,17,20,405,0,spring,20.56,56,63,0,0,30.1,0,0,1,565
2017,4,17,21,270,0,spring,20,58,70,3,0,30.1,0,0,1,373
2017,4,17,22,155,0,spring,17.22,55,75,3,0,30.1,0,0,2,236
2017,4,17,23,62,0,spring,16.67,54,75,3,0,30.1,0,0,2,97
2017,4,18,0,36,0,spring,13.33,42,60,10,0,30.4,0,0,1,55
2017,4,18,1,13,0,spring,15.56,55,83,5,0,30.1,0,0,1,19
2017,4,18,2,8,0,spring,16.11,51,70,6,0,30.2,0,0,2,9
2017,4,18,3,4,0,spring,15.56,43,53,7,0,30.2,0,0,2,10
2017,4,18,4,14,0,spring,15.56,43,53,9,0,30.2,0,0,2,14
2017,4,18,5,67,0,spring,15,41,51,7,0,30.2,0,0,2,70
2017,4,18,6,352,0,spring,13.89,43,59,8,0,30.2,0,0,2,383
2017,4,18,7,896,0,spring,13.89,43,59,7,0,30.3,0,0,2,931
2017,4,18,8,1171,0,spring,15,41,51,7,0,30.3,0,0.1,2,1237
2017,4,18,9,478,0,spring,16.67,42,48,9,0,30.3,0,0,2,595
2017,4,18,10,253,0,spring,17.78,42,45,7,0,30.3,0,0,1,454
2017,4,18,11,287,0,spring,19.44,43,42,6,0,30.4,0,0,1,496
2017,4,18,12,368,0,spring,20,41,37,3,0,30.3,0,0,1,654
2017,4,18,13,370,0,spring,21.11,40,33,3,0,30.3,0,0,1,678
2017,4,18,14,302,0,spring,22.22,40,31,6,0,30.3,0,0,1,632
2017,4,18,15,422,0,spring,21.11,40,33,0,0,30.3,0,0,1,739
2017,4,18,16,744,0,spring,21.67,42,35,9,0,30.3,0,0,1,1072
2017,4,18,17,1607,0,spring,21.67,42,35,8,0,30.3,0,0,1,1988
2017,4,18,18,1233,0,spring,21.11,41,35,14,0,30.3,0,0,1,1557
2017,4,18,19,781,0,spring,20,40,36,12,0,30.3,0,0,2,1019
2017,4,18,20,438,0,spring,18.33,45,48,15,0,30.3,0,0,2,526
2017,4,18,21,261,0,spring,16.11,44,54,17,0,30.4,0,0,2,320
2017,4,18,22,170,0,spring,14.44,41,53,14,0,30.4,0,0,2,206
2017,4,18,23,71,0,spring,13.89,41,55,12,0,30.4,0,0,1,88
2017,4,19,0,33,0,spring,16.11,54,78,9,0,30.2,0,0,2,43
2017,4,19,1,6,0,spring,12.22,43,66,8,0,30.4,0,0,2,8
2017,4,19,2,5,0,spring,11.67,43,69,5,0,30.4,0,0,1,7
2017,4,19,3,4,0,spring,11.67,45,74,3,0,30.4,0,0,2,7
2017,4,19,4,9,0,spring,11.67,47,80,5,0,30.4,0,0,2,9
2017,4,19,5,85,0,spring,12.22,48,80,7,0,30.4,0,0,2,89
2017,4,19,6,259,0,spring,11.67,48.5,84.5,6,0,30.4,0,0,3,274
2017,4,19,7,738,0,spring,11.67,48,83,8,0,30.4,0,0,3,770
2017,4,19,8,1135,0,spring,11.67,49,86,11,0,30.4,0,0,2,1223
2017,4,19,9,538,0,spring,12.78,48,77,12,0,30.4,0,0,2,650
2017,4,19,10,237,0,spring,14.07,48.67,72.67,8.33,0,30.4,0,0,2,340
2017,4,19,11,294,0,spring,14.44,50,75,9,0,30.4,0,0,3,469
2017,4,19,12,370,0,spring,15.56,48,64,12,0,30.4,0,0,2,541
2017,4,19,13,327,0,spring,15,48,67,9,0,30.4,0,0,2,516
2017,4,19,14,295,0,spring,16.11,49,64,7,0,30.3,0,0,2,475
2017,4,19,15,407,0,spring,16.11,48,62,10,0,30.3,0,0,2,595
2017,4,19,16,645,0,spring,16.67,49,62,12,0,30.3,0,0,2,851
2017,4,19,17,1316,0,spring,16.67,50,65,12,0,30.3,0,0,2,1574
2017,4,19,18,1038,0,spring,16.67,52,70,7,0,30.3,0,0,2,1224
2017,4,19,19,597,0,spring,17.22,52,67,7,0,30.2,0,0,2,754
2017,4,19,20,428,0,spring,16.67,52,70,10,0,30.2,0,0,2,533
2017,4,19,21,292,0,spring,16.94,53.5,72,8.5,0,30.2,0,0,2,343
2017,4,19,22,247,0,spring,16.67,54,75,13,0,30.2,0,0,2,303
2017,4,19,23,85,0,spring,16.11,54,78,14,0,30.2,0,0,2,95
2017,4,20,0,43,0,spring,19.44,64,90,5,0,29.9,0,0,1,49
2017,4,20,1,12,0,spring,16.11,55,81,7,0,30.2,0,0,2,14
2017,4,20,2,4,0,spring,16.11,55,81,9,0,30.2,0,0,2,7
2017,4,20,3,4,0,spring,15.56,55,83,9,0,30.1,0,0,2,5
2017,4,20,4,7,0,spring,14.72,54.5,87,8.5,0,30.1,0,0,2,9
2017,4,20,5,77,0,spring,14.44,54,87,7.67,0,30.1,0,0,2,85
2017,4,20,6,317,0,spring,14.44,54,87,10,0,30.1,0,0,2,341
2017,4,20,7,793,0,spring,14.44,54,87,8,0,30.1,0,0,2,842
2017,4,20,8,529,0,spring,15.19,55.33,86.67,8.33,0,30.1,0.03,0,3,573
2017,4,20,9,386,0,spring,15.56,57,90,10,0,30.1,0.1,0,2,470
2017,4,20,10,246,0,spring,16.67,57,84,10,0,30.1,0,0,2,382
2017,4,20,11,280,0,spring,20,59,73,6,0,30.1,0,0,1,478
2017,4,20,12,398,0,spring,20.56,59,70,5,0,30.1,0,0,1,677
2017,4,20,13,395,0,spring,22.78,61,66,7,0,30,0,0,1,695
2017,4,20,14,316,0,spring,24.44,61,60,8,0,30,0,0,1,613
2017,4,20,15,459,0,spring,26.11,60,52,9,0,30,0,0,1,802
2017,4,20,16,754,0,spring,27.22,61,50,9,0,29.9,0,0,1,1053
2017,4,20,17,1345,0,spring,27.22,61,50,7,0,29.9,0,0,2,1715
2017,4,20,18,1098,0,spring,25.56,64,62,10,0,29.9,0,0,2,1410
2017,4,20,19,712,0,spring,25,62,60,9,0,29.9,0,0,2,984
2017,4,20,20,235,0,spring,24.22,63.2,65.6,15.2,10.4,29.9,0,0,4,317
2017,4,20,21,229,0,spring,21.39,66,85.5,12,0,29.9,0,0,4,321
2017,4,20,22,214,0,spring,20,65,90,10,0,29.9,0,0,2,268
2017,4,20,23,114,0,spring,20,64,87,6,0,29.9,0,0,2,163
2017,4,21,0,46,0,spring,18.33,62,90,13,0,29.9,0,0,2,68
2017,4,21,1,23,0,spring,18.89,63,90,5,0,29.9,0,0,1,42
2017,4,21,2,12,0,spring,18.33,64,97,5,0,29.9,0,0,2,15
2017,4,21,3,5,0,spring,18.33,63.5,95,5.5,0,29.9,0,0,2,9
2017,4,21,4,9,0,spring,18.33,63,93,0,0,29.9,0,0,2,9
2017,4,21,5,67,0,spring,18.06,63,94.5,2.5,0,29.9,0,0,3,71
2017,4,21,6,247,0,spring,18.33,63,93,0,0,29.9,0,0,3,264
2017,4,21,7,620,0,spring,18.33,64,97,7.5,0,29.9,0,0,2,675
2017,4,21,8,1009,0,spring,18.33,64,97,7,0,29.9,0,0.1,2,1114
2017,4,21,9,518,0,spring,18.89,64,93,0,0,29.9,0,0,2,667
2017,4,21,10,267,0,spring,20,65,90,0,0,29.9,0,0,2,487
2017,4,21,11,287,0,spring,22.22,66,81,6,0,29.9,0,0,1,595
2017,4,21,12,401,0,spring,22.78,66,79,5,0,29.9,0,0,2,741
2017,4,21,13,412,0,spring,25,66,69,5,0,29.8,0,0,2,754
2017,4,21,14,411,0,spring,23.89,68,79,6,0,29.8,0,0,3,714
2017,4,21,15,492,0,spring,25,69,76,7,0,29.8,0.1,0,2,847
2017,4,21,16,833,0,spring,27.22,69,67,5,0,29.8,0,0,2,1219
2017,4,21,17,1026,0,spring,26.11,68,69,10,0,29.8,0,0,1,1440
2017,4,21,18,914,0,spring,22.78,64,73,5,0,29.8,0,0,2,1255
2017,4,21,19,599,0,spring,22.5,64.5,75.5,0,0,29.8,0,0,4,862
2017,4,21,20,339,0,spring,21.78,64.8,80,6.6,0,29.8,0,0,4,569
2017,4,21,21,247,0,spring,22.22,65,78,6,0,29.8,0,0,2,435
2017,4,21,22,229,0,spring,21.67,65,81,0,0,29.8,0,0,2,392
2017,4,21,23,179,0,spring,20,66,93,12,0,29.9,0,0,3,297
2017,4,22,0,120,1,spring,11.11,49,89,6,0,30,0,0,2,196
2017,4,22,1,62,1,spring,17.78,61,90,8,0,29.9,0,0,2,118
2017,4,22,2,52,1,spring,17.78,61,90,7,0,29.8,0,0,2,94
2017,4,22,3,18,1,spring,17.22,60,90,8,0,29.8,0,0,3,40
2017,4,22,4,4,1,spring,16.67,60,93,9,0,29.8,0,0,3,11
2017,4,22,5,10,1,spring,16.11,59,93,8,0,29.85,0,0,3,14
2017,4,22,6,27,1,spring,16.11,59,93,7,0,29.9,0,0,3,35
2017,4,22,7,84,1,spring,16.11,59,93,9.25,0,29.9,0,0,3,115
2017,4,22,8,198,1,spring,16.11,59,93,10.5,0,29.9,0,0.05,2,284
2017,4,22,9,315,1,spring,16.22,58.6,91,11.4,0,29.9,0,0,3,415
2017,4,22,10,209,1,spring,16.11,58.33,91,10.33,0,29.9,0,0,3,308
2017,4,22,11,199,1,spring,15.69,57.75,91.5,12.5,0,29.9,0,0,3,329
2017,4,22,12,181,1,spring,15,57.5,94.5,10.25,0,29.9,0,0,3,241
2017,4,22,13,208,1,spring,13.89,55,93,14.67,0,29.9,0.07,0,3,262
2017,4,22,14,166,1,spring,13.33,54,93,14,0,29.9,0,0,3,221
2017,4,22,15,191,1,spring,13.33,54,93,10.33,0,29.9,0.07,0,3,273
2017,4,22,16,156,1,spring,13.33,52.75,89.25,12,0,29.9,0,0,3,226
2017,4,22,17,136,1,spring,12.78,52.25,90,13.5,0,30,0,0,4,183
2017,4,22,18,160,1,spring,12.5,52.25,92,13.5,0,30,0,0,3,206
2017,4,22,19,147,1,spring,12.22,50,86,14.5,0,30,0,0,3,215
2017,4,22,20,164,1,spring,12.22,50,86,8,0,30,0,0,2,206
2017,4,22,21,150,1,spring,12.22,50.33,87.33,12.67,0,30,0,0,2,203
2017,4,22,22,98,1,spring,11.67,50,89,10,0,30,0,0,2,149
2017,4,22,23,100,1,spring,11.11,50,93,6,0,30,0,0,2,141
2017,4,23,0,77,1,spring,13.89,46,67,6,0,30.1,0,0,2,123
2017,4,23,1,72,1,spring,11.11,49,89,7,0,30,0,0,2,109
2017,4,23,2,48,1,spring,10.56,48,89,9,0,30,0,0,2,72
2017,4,23,3,28,1,spring,11.67,46,77,12,0,30,0,0,2,38
2017,4,23,4,11,1,spring,11.11,45,77,13,0,30,0,0,2,14
2017,4,23,5,15,1,spring,10.56,43,74,12,0,30.1,0,0,2,19
2017,4,23,6,17,1,spring,10,42,74,12,0,30.1,0,0,2,29
2017,4,23,7,58,1,spring,9.44,40,71,10,0,30.1,0,0,2,78
2017,4,23,8,160,1,spring,9.44,40,71,14,0,30.1,0,0.3,2,250
2017,4,23,9,256,1,spring,10,40,68,12,0,30.1,0,0,2,411
2017,4,23,10,379,1,spring,11.11,42,69,7,0,30.1,0,0,2,719
2017,4,23,11,495,1,spring,12.22,43,66,12,0,30.1,0,0,2,926
2017,4,23,12,471,1,spring,12.78,44,67,5,0,30.1,0,0,2,1000
2017,4,23,13,485,1,spring,13.89,43,59,5,0,30.1,0,0,2,998
2017,4,23,14,506,1,spring,15,43,55,3,0,30.1,0,0,2,1080
2017,4,23,15,503,1,spring,15.56,45,57,9,0,30.1,0,0,2,1018
2017,4,23,16,529,1,spring,16.11,42,50,3,0,30.1,0,0,2,1029
2017,4,23,17,469,1,spring,15.56,44,55,8,0,30.1,0,0,2,854
2017,4,23,18,393,1,spring,15,43,55,8,0,30.1,0,0,2,650
2017,4,23,19,335,1,spring,15,44,58,5,0,30.1,0,0,2,515
2017,4,23,20,192,1,spring,14.44,45,62,6,0,30.1,0,0,2,303
2017,4,23,21,169,1,spring,14.44,45,62,6,0,30.1,0,0,2,250
2017,4,23,22,110,1,spring,14.44,45,62,5,0,30.1,0,0,2,171
2017,4,23,23,64,1,spring,14.44,46,65,5,0,30.1,0,0,2,88
2017,4,24,0,24,0,spring,12.22,50,87,12.5,0,30,0,0,3,31
2017,4,24,1,12,0,spring,13.89,47,69,7,0,30.1,0,0,2,16
2017,4,24,2,1,0,spring,13.33,48,75,7,0,30.1,0,0,3,3
2017,4,24,3,4,0,spring,12.78,48,77,6,0,30.1,0,0,3,6
2017,4,24,4,4,0,spring,12.78,45,69,6,0,30.1,0,0,3,4
2017,4,24,5,70,0,spring,12.78,44,67,8,0,30.1,0,0,2,73
2017,4,24,6,213,0,spring,12.22,46,75,9,0,30.1,0,0,2,223
2017,4,24,7,573,0,spring,12.22,47,77,9,0,30.1,0,0,2,591
2017,4,24,8,724,0,spring,12.22,47,77,12,0,30.1,0,0,2,768
2017,4,24,9,212,0,spring,11.67,49,86,15,0,30.1,0,0,3,243
2017,4,24,10,167,0,spring,11.67,50,89,16,0,30.1,0,0,2,213
2017,4,24,11,202,0,spring,12.78,49,80,17,0,30.1,0,0,2,274
2017,4,24,12,216,0,spring,13.33,47,72,14,0,30.1,0,0,2,262
2017,4,24,13,144,0,spring,13.89,45,64,15,0,30,0,0,3,190
2017,4,24,14,77,0,spring,13.06,46.5,71.5,16.5,0,30,0.05,0,3,102
2017,4,24,15,129,0,spring,12.22,49,83,11,0,30,0.1,0,3,153
2017,4,24,16,228,0,spring,12.22,51,90,10,0,30,0,0,3,252
2017,4,24,17,584,0,spring,12.78,51,86,13,0,30,0,0,3,643
2017,4,24,18,630,0,spring,13.33,52,87,14,0,30,0,0,2,672
2017,4,24,19,368,0,spring,13.89,49,74,15,0,30,0,0,2,395
2017,4,24,20,223,0,spring,13.06,49,78.5,11,0,30,0,0,3,237
2017,4,24,21,135,0,spring,12.22,50,86,13,0,30,0,0,3,150
2017,4,24,22,115,0,spring,12.78,50,83,17,0,30,0,0,2,130
2017,4,24,23,48,0,spring,12.22,50,86,14,0,30,0,0,2,53
2017,4,25,0,13,0,spring,15,58,96,9,0,29.7,0,0,3,18
2017,4,25,1,9,0,spring,11.67,50.67,91.67,12.67,0,29.93,0,0,3,13
2017,4,25,2,5,0,spring,11.67,51,93,13,10.5,29.9,0,0,2,6
2017,4,25,3,1,0,spring,12.22,52,93,13,0,29.9,0,0,2,2
2017,4,25,4,8,0,spring,12.78,53,93,15,0,29.9,0,0,2,9
2017,4,25,5,68,0,spring,13.33,54,93,16,0,29.9,0,0,2,72
2017,4,25,6,292,0,spring,13.33,55,97,17,24,29.9,0,0,2,297
2017,4,25,7,607,0,spring,13.33,55,97,14.5,0,29.9,0,0,3,623
2017,4,25,8,911,0,spring,13.33,56,100,16,0,29.9,0,0.3,3,945
2017,4,25,9,449,0,spring,14.44,56,93,20.5,14,29.9,0,0,2,496
2017,4,25,10,169,0,spring,14.44,56,93,20.67,20.67,29.8,0,0,3,214
2017,4,25,11,106,0,spring,15,56.67,92,21.67,28.33,29.8,0,0,3,134
2017,4,25,12,158,0,spring,14.81,57,94.33,21.33,29.67,29.8,0,0,3,178
2017,4,25,13,114,0,spring,15.56,57.8,92.4,21.2,24.2,29.8,0,0,3,128
2017,4,25,14,127,0,spring,15.56,57.67,92.33,17.33,17.33,29.8,0,0,3,151
2017,4,25,15,245,0,spring,15.56,58,93,21,0,29.7,0,0,3,276
2017,4,25,16,493,0,spring,15.56,59,96,16.5,12.5,29.7,0,0,3,555
2017,4,25,17,1054,0,spring,15.83,59,94.5,13,11,29.7,0,0,2,1151
2017,4,25,18,945,0,spring,16.11,58,90,16,0,29.7,0,0,2,1044
2017,4,25,19,603,0,spring,15.83,58,91.5,14.5,0,29.7,0,0,2,663
2017,4,25,20,359,0,spring,15,58,96,12.5,0,29.7,0,0,2,405
2017,4,25,21,267,0,spring,15,57,93,12,0,29.7,0,0,2,312
2017,4,25,22,162,0,spring,15,58,96,13,0,29.7,0,0,2,188
2017,4,25,23,68,0,spring,14.72,58,98,13,0,29.7,0,0,3,86
2017,4,26,0,21,0,spring,16.11,58,90,3,0,29.8,0,0,1,24
2017,4,26,1,9,0,spring,15,58.5,98,8,0,29.7,0,0,3,18
2017,4,26,2,3,0,spring,15,58,96,8.5,0,29.7,0,0,2,4
2017,4,26,3,1,0,spring,15,57.67,95.33,11,0,29.7,0,0,2,2
2017,4,26,4,11,0,spring,15,58,96,9,0,29.7,0,0,2,11
2017,4,26,5,83,0,spring,15,58,96,9,0,29.7,0,0,3,84
2017,4,26,6,338,0,spring,14.72,57.5,96.5,8.5,0,29.7,0,0,2,357
2017,4,26,7,818,0,spring,15,57,93,9,0,29.7,0,0,2,845
2017,4,26,8,1093,0,spring,15,57,93,10,0,29.7,0,0.05,2,1151
2017,4,26,9,477,0,spring,15.28,57,91.5,9,0,29.8,0,0,2,542
2017,4,26,10,228,0,spring,15.56,57,90,9,0,29.8,0,0,2,312
2017,4,26,11,287,0,spring,16.94,57,82.5,9.5,0,29.8,0,0,2,395
2017,4,26,12,381,0,spring,18.89,58,75,6,0,29.8,0,0,2,525
2017,4,26,13,385,0,spring,18.89,57,73,8,0,29.8,0,0,2,518
2017,4,26,14,320,0,spring,20,58,70,7,0,29.8,0,0,2,428
2017,4,26,15,435,0,spring,20,58,70,6,0,29.8,0,0,2,588
2017,4,26,16,755,0,spring,20.56,58,68,6,0,29.8,0,0,2,910
2017,4,26,17,1368,0,spring,21.11,59,68,6,0,29.8,0,0,2,1604
2017,4,26,18,1126,0,spring,21.67,60,68,7,0,29.8,0,0,2,1330
2017,4,26,19,744,0,spring,20.56,60,73,7,0,29.8,0,0,2,875
2017,4,26,20,533,0,spring,19.44,59,76,7,0,29.8,0,0,2,642
2017,4,26,21,337,0,spring,17.78,60,87,5,0,29.8,0,0,2,409
2017,4,26,22,225,0,spring,17.22,59,87,3,0,29.8,0,0,2,261
2017,4,26,23,110,0,spring,16.67,59,90,3,0,29.8,0,0,1,134
2017,4,27,0,30,0,spring,22.78,62,68,12,0,29.8,0,0,2,40
2017,4,27,1,14,0,spring,16.11,58,90,0,0,29.8,0,0,1,23
2017,4,27,2,9,0,spring,16.11,58,90,0,0,29.8,0,0,1,22
2017,4,27,3,5,0,spring,15.56,58,93,0,0,29.8,0,0,1,9
2017,4,27,4,10,0,spring,15.56,58,93,0,0,29.8,0,0,1,10
2017,4,27,5,73,0,spring,15,58,96,5,0,29.8,0,0,1,81
2017,4,27,6,321,0,spring,15,58,96,5,0,29.8,0,0,1,342
2017,4,27,7,946,0,spring,15,58,96,6,0,29.8,0,0,1,1023
2017,4,27,8,1344,0,spring,16.11,59,93,3,0,29.8,0,0,1,1465
2017,4,27,9,611,0,spring,18.89,61.33,85,2,0,29.8,0,0,1,726
2017,4,27,10,312,0,spring,20,63,84,6,0,29.8,0,0,1,450
2017,4,27,11,263,0,spring,22.22,64,76,7,0,29.9,0,0,2,439
2017,4,27,12,367,0,spring,23.89,66,73,7,0,29.8,0,0,2,566
2017,4,27,13,381,0,spring,25.56,66,66,8,0,29.8,0,0,2,570
2017,4,27,14,352,0,spring,27.22,66,60,10,0,29.8,0,0,2,591
2017,4,27,15,480,0,spring,26.67,65,60,12,0,29.8,0,0,2,729
2017,4,27,16,743,0,spring,27.22,65,58,10,0,29.7,0,0,2,991
2017,4,27,17,1409,0,spring,26.11,64,60,15,0,29.7,0,0,2,1714
2017,4,27,18,1193,0,spring,25.56,64,62,13,0,29.7,0,0,2,1483
2017,4,27,19,712,0,spring,25,63,62,10,0,29.7,0,0,2,919
2017,4,27,20,482,0,spring,26.11,60,52,14,0,29.8,0,0,2,629
2017,4,27,21,366,0,spring,25,59,54,12,0,29.8,0,0,2,478
2017,4,27,22,237,0,spring,24.17,60.5,60,11.5,0,29.8,0,0,2,304
2017,4,27,23,137,0,spring,23.33,62,66,13,0,29.8,0,0,2,183
2017,4,28,0,67,0,spring,22.22,68,87,6,0,30,0,0,2,87
2017,4,28,1,38,0,spring,20.83,63,79.5,9,0,29.8,0,0,4,46
2017,4,28,2,25,0,spring,20.28,63.25,83.25,7.5,0,29.82,0,0,3,35
2017,4,28,3,6,0,spring,20.74,61.67,76.33,7,0,29.9,0,0,4,7
2017,4,28,4,12,0,spring,19.44,61,81,6,0,29.9,0,0,1,13
2017,4,28,5,80,0,spring,19.44,61,81,6,0,29.9,0,0,1,85
2017,4,28,6,290,0,spring,18.89,61,84,5,0,29.9,0,0,1,310
2017,4,28,7,769,0,spring,19.44,61,81,3,0,29.9,0,0,1,819
2017,4,28,8,1117,0,spring,20,63,84,6,0,30,0,0,1,1231
2017,4,28,9,540,0,spring,21.11,64,81,5,0,30,0,0,1,670
2017,4,28,10,298,0,spring,24.44,61,60,8,0,30,0,0,1,502
2017,4,28,11,357,0,spring,25,60,56,7,0,30,0,0,1,662
2017,4,28,12,474,0,spring,26.11,60,52,6,0,30,0,0,1,822
2017,4,28,13,417,0,spring,27.22,60,49,5,0,30,0,0,1,758
2017,4,28,14,394,0,spring,27.78,60,47,12,0,30,0,0,1,725
2017,4,28,15,554,0,spring,28.89,58,41,13,0,30,0,0,1,922
2017,4,28,16,828,0,spring,28.33,60,46,13,0,30,0,0,1,1178
2017,4,28,17,1250,0,spring,28.33,61,47,9,0,30,0,0,1,1628
2017,4,28,18,866,0,spring,27.22,63,54,13,0,30,0,0,1,1202
2017,4,28,19,584,0,spring,26.67,65,60,9,0,30,0,0,2,892
2017,4,28,20,415,0,spring,25.56,64,62,14,0,30,0,0,2,613
2017,4,28,21,295,0,spring,24.44,63,64,8,0,30,0,0,2,478
